No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
687,2013,3,29,14,112.0,138.0,40.0,62.0,1800.0,58.0,9.9,1015.7,-8.3,0.0,SE,0.9,Dongsi
688,2013,3,29,15,102.0,119.0,34.0,58.0,1399.0,65.0,9.8,1015.6,-8.3,0.0,ENE,3.1,Dongsi
689,2013,3,29,16,92.0,109.0,30.0,60.0,1200.0,62.0,9.6,1015.5,-8.1,0.0,ESE,2.2,Dongsi
690,2013,3,29,17,76.0,95.0,27.0,47.0,1000.0,78.0,9.2,1015.7,-7.1,0.0,E,2.1,Dongsi
691,2013,3,29,18,92.0,130.0,55.0,77.0,1399.0,48.0,7.6,1016.4,-3.3,0.0,ESE,4.1,Dongsi
692,2013,3,29,19,94.0,133.0,52.0,78.0,1200.0,50.0,6.5,1017.2,-3.7,0.0,ESE,4.4,Dongsi
693,2013,3,29,20,86.0,226.0,43.0,81.0,1399.0,18.0,5.3,1018.1,-3.8,0.0,ESE,4.3,Dongsi
694,2013,3,29,21,66.0,114.0,39.0,54.0,1200.0,35.0,4.7,1018.4,-4.6,0.0,ESE,3.2,Dongsi
695,2013,3,29,22,58.0,102.0,48.0,54.0,1000.0,32.0,4.2,1018.8,-6.1,0.0,ESE,3.1,Dongsi
696,2013,3,29,23,58.0,81.0,49.0,62.0,900.0,17.0,3.9,1019.4,-7.3,0.0,ESE,1.5,Dongsi
697,2013,3,30,0,58.0,81.0,49.0,62.0,900.0,20.0,3.5,1019.5,-7.6,0.0,E,2.4,Dongsi
698,2013,3,30,1,58.0,72.0,39.0,53.0,1100.0,25.0,3.2,1019.0,-7.0,0.0,ENE,1.8,Dongsi
699,2013,3,30,2,61.0,79.0,40.0,54.0,1800.0,23.0,3.1,1018.7,-7.1,0.0,E,1.4,Dongsi
700,2013,3,30,3,69.0,98.0,43.0,56.0,2000.0,16.0,3.1,1018.7,-7.7,0.0,ENE,1.2,Dongsi
701,2013,3,30,4,71.0,91.0,60.0,56.0,2299.0,18.0,2.7,1018.4,-8.1,0.0,ENE,0.2,Dongsi
702,2013,3,30,5,73.0,96.0,69.0,68.0,2399.0,11.0,2.2,1018.8,-8.2,0.0,NNE,0.9,Dongsi
703,2013,3,30,6,72.0,96.0,67.0,63.0,2700.0,19.0,2.7,1019.1,-8.4,0.0,N,1.2,Dongsi
704,2013,3,30,7,71.0,116.0,72.0,72.0,2899.0,17.0,4.8,1019.5,-8.7,0.0,NNE,1.6,Dongsi
705,2013,3,30,8,79.0,140.0,74.0,72.0,2899.0,20.0,6.1,1019.9,-7.9,0.0,E,2.1,Dongsi
706,2013,3,30,9,82.0,136.0,78.0,65.0,2700.0,31.0,6.9,1019.7,-6.8,0.0,ESE,2.0,Dongsi
707,2013,3,30,10,82.0,132.0,73.0,52.0,2399.0,51.0,8.1,1019.8,-5.0,0.0,ESE,3.2,Dongsi
708,2013,3,30,11,82.0,132.0,73.0,52.0,2100.0,60.0,8.5,1019.2,-4.7,0.0,E,2.9,Dongsi
709,2013,3,30,12,86.0,122.0,66.0,41.0,1899.0,75.0,9.8,1018.2,-4.2,0.0,ESE,2.7,Dongsi
710,2013,3,30,13,90.0,118.0,60.0,39.0,1700.0,86.0,10.3,1017.5,-3.8,0.0,ESE,4.1,Dongsi
711,2013,3,30,14,103.0,132.0,59.0,39.0,1700.0,97.0,9.7,1017.0,-2.0,0.0,ESE,2.6,Dongsi
712,2013,3,30,15,103.0,132.0,59.0,39.0,1200.0,99.0,9.5,1016.6,-1.9,0.0,SSE,2.1,Dongsi
713,2013,3,30,16,90.0,103.0,34.0,32.0,900.0,96.0,9.1,1016.7,-1.3,0.0,SE,2.9,Dongsi
714,2013,3,30,17,86.0,93.0,30.0,33.0,800.0,98.0,7.8,1017.2,-0.2,0.0,ESE,3.4,Dongsi
715,2013,3,30,18,77.0,99.0,23.0,35.0,700.0,91.0,7.1,1017.8,-0.4,0.0,SE,1.5,Dongsi
716,2013,3,30,19,81.0,95.0,18.0,40.0,700.0,78.0,6.3,1018.7,-0.5,0.0,ESE,3.0,Dongsi
717,2013,3,30,20,91.0,99.0,16.0,42.0,700.0,67.0,5.5,1019.8,-0.1,0.0,SE,2.9,Dongsi
718,2013,3,30,21,91.0,99.0,16.0,42.0,700.0,65.0,4.8,1019.9,0.0,0.0,SE,1.7,Dongsi
719,2013,3,30,22,76.0,88.0,13.0,54.0,800.0,40.0,4.0,1020.0,0.3,0.0,S,0.7,Dongsi
720,2013,3,30,23,79.0,91.0,12.0,59.0,800.0,29.0,4.3,1019.8,0.6,0.0,SE,1.7,Dongsi
721,2013,3,31,0,85.0,94.0,13.0,68.0,900.0,15.0,4.2,1019.9,0.7,0.0,SE,1.3,Dongsi
722,2013,3,31,1,90.0,101.0,14.0,70.0,1000.0,8.0,4.3,1019.5,1.0,0.0,ESE,1.4,Dongsi
723,2013,3,31,2,94.0,103.0,18.0,67.0,1100.0,8.0,4.3,1019.0,1.5,0.0,E,1.7,Dongsi
724,2013,3,31,3,97.0,113.0,21.0,60.0,1500.0,13.0,4.3,1018.6,1.8,0.0,ESE,1.5,Dongsi
725,2013,3,31,4,108.0,117.0,20.0,50.0,1500.0,19.0,3.9,1018.3,1.4,0.0,E,2.1,Dongsi
726,2013,3,31,5,110.0,119.0,19.0,67.0,1399.0,4.0,4.0,1018.3,1.7,0.0,SE,1.5,Dongsi
727,2013,3,31,6,124.0,129.0,18.0,67.0,1200.0,2.0,3.9,1018.3,2.1,0.0,ESE,1.4,Dongsi
728,2013,3,31,7,137.0,143.0,17.0,62.0,1300.0,2.0,4.1,1018.7,2.3,0.0,ESE,1.8,Dongsi
729,2013,3,31,8,137.0,143.0,17.0,62.0,1200.0,4.0,4.3,1018.1,2.3,0.0,ESE,2.0,Dongsi
730,2013,3,31,9,154.0,174.0,14.0,55.0,1300.0,5.0,4.5,1017.7,2.5,0.0,E,2.1,Dongsi
731,2013,3,31,10,154.0,174.0,14.0,55.0,1300.0,6.0,5.2,1017.1,2.7,0.0,E,1.4,Dongsi
732,2013,3,31,11,188.0,200.0,16.0,56.0,1399.0,9.0,6.0,1016.0,2.8,0.0,ENE,2.0,Dongsi
733,2013,3,31,12,199.0,216.0,20.0,60.0,1399.0,15.0,6.4,1014.6,2.8,0.0,ESE,3.6,Dongsi
734,2013,3,31,13,213.0,224.0,22.0,67.0,1500.0,20.0,6.1,1013.5,3.1,0.0,E,2.1,Dongsi
735,2013,3,31,14,231.0,251.0,19.0,72.0,1399.0,13.0,6.3,1012.5,2.9,0.0,ENE,2.1,Dongsi
736,2013,3,31,15,248.0,283.0,17.0,71.0,1500.0,10.0,7.0,1011.0,2.9,0.0,ENE,2.9,Dongsi
737,2013,3,31,16,239.0,262.0,20.0,71.0,1500.0,20.0,7.2,1010.9,3.2,0.0,NE,2.0,Dongsi
738,2013,3,31,17,241.0,257.0,25.0,80.0,1500.0,25.0,6.9,1010.9,3.1,0.0,ENE,2.0,Dongsi
739,2013,3,31,18,241.0,257.0,25.0,80.0,1500.0,12.0,6.6,1011.1,3.0,0.0,NNW,1.1,Dongsi
740,2013,3,31,19,239.0,259.0,26.0,94.0,1700.0,2.0,6.4,1011.3,2.8,0.0,N,0.7,Dongsi
741,2013,3,31,20,243.0,246.0,30.0,96.0,1800.0,2.0,6.4,1011.3,2.8,0.0,NE,1.2,Dongsi
742,2013,3,31,21,239.0,245.0,29.0,91.0,1700.0,2.0,6.7,1011.3,2.9,0.0,NE,1.5,Dongsi
743,2013,3,31,22,245.0,267.0,25.0,91.0,1899.0,2.0,6.9,1011.2,3.0,0.0,NNE,1.3,Dongsi
744,2013,3,31,23,237.0,261.0,26.0,92.0,2000.0,2.0,7.3,1011.0,3.2,0.0,E,1.3,Dongsi
745,2013,4,1,0,242.0,248.0,35.0,96.0,2200.0,2.0,7.1,1011.0,3.2,0.0,N,1.3,Dongsi
746,2013,4,1,1,219.0,248.0,57.0,103.0,2700.0,2.0,6.7,1010.4,3.1,0.0,N,1.1,Dongsi
747,2013,4,1,2,250.0,252.0,62.0,102.0,2600.0,2.0,6.8,1010.6,2.9,0.0,NNW,1.2,Dongsi
748,2013,4,1,3,240.0,252.0,62.0,101.0,2799.0,2.0,7.1,1010.0,2.6,0.0,ESE,3.2,Dongsi
749,2013,4,1,4,240.0,252.0,62.0,101.0,3100.0,2.0,5.7,1009.5,2.2,0.0,E,0.9,Dongsi
750,2013,4,1,5,226.0,231.0,76.0,96.0,3299.0,2.0,4.5,1009.8,2.4,0.0,E,0.0,Dongsi
751,2013,4,1,6,226.0,207.0,76.0,96.0,3299.0,2.0,4.2,1010.3,2.7,0.0,SW,1.2,Dongsi
752,2013,4,1,7,201.0,205.0,73.0,93.0,3500.0,4.0,8.9,1010.2,0.3,0.0,E,3.0,Dongsi
753,2013,4,1,8,138.0,231.0,64.0,56.0,2000.0,39.0,13.0,1010.5,-4.2,0.0,NW,2.3,Dongsi
754,2013,4,1,9,13.0,50.0,26.0,16.0,400.0,80.0,12.8,1011.4,-4.4,0.0,WNW,6.8,Dongsi
755,2013,4,1,10,8.0,49.0,20.0,10.0,300.0,84.0,13.3,1012.3,-3.9,0.0,NW,7.1,Dongsi
756,2013,4,1,11,17.0,86.0,26.0,11.0,400.0,80.0,14.2,1012.2,-4.6,0.0,NNE,4.5,Dongsi
757,2013,4,1,12,25.0,61.0,23.0,14.0,500.0,84.0,15.2,1012.5,-4.7,0.0,NNW,4.9,Dongsi
758,2013,4,1,13,37.0,67.0,19.0,12.0,600.0,106.0,14.3,1013.3,-2.2,0.0,ENE,5.1,Dongsi
759,2013,4,1,14,37.0,83.0,16.0,12.0,700.0,107.0,15.0,1013.1,-3.4,0.0,ENE,5.1,Dongsi
760,2013,4,1,15,28.0,93.0,27.0,26.0,800.0,99.0,15.7,1013.7,-4.8,0.0,NE,3.2,Dongsi
761,2013,4,1,16,28.0,93.0,27.0,26.0,800.0,107.0,15.7,1014.6,-6.0,0.0,ENE,1.7,Dongsi
762,2013,4,1,17,20.0,28.0,12.0,13.0,700.0,107.0,14.7,1015.3,-9.4,0.0,NNW,5.7,Dongsi
763,2013,4,1,18,22.0,22.0,10.0,15.0,600.0,107.0,13.4,1016.0,-11.2,0.0,NNW,4.3,Dongsi
764,2013,4,1,19,21.0,25.0,7.0,18.0,500.0,107.0,12.3,1017.5,-12.1,0.0,NNW,0.9,Dongsi
765,2013,4,1,20,20.0,26.0,4.0,20.0,400.0,94.0,11.5,1018.7,-13.5,0.0,NNW,4.1,Dongsi
766,2013,4,1,21,13.0,17.0,6.0,28.0,400.0,80.0,10.8,1019.2,-15.7,0.0,NNE,1.9,Dongsi
767,2013,4,1,22,8.0,17.0,3.0,15.0,300.0,98.0,9.9,1019.3,-19.3,0.0,N,1.4,Dongsi
768,2013,4,1,23,8.0,8.0,3.0,15.0,300.0,101.0,8.5,1019.7,-18.4,0.0,NE,1.7,Dongsi
769,2013,4,2,0,7.0,7.0,3.0,11.0,300.0,106.0,6.5,1019.7,-16.9,0.0,NE,1.0,Dongsi
770,2013,4,2,1,8.0,14.0,3.0,20.0,300.0,89.0,3.4,1019.2,-13.4,0.0,NE,0.0,Dongsi
771,2013,4,2,2,10.0,77.0,3.0,38.0,400.0,49.0,2.6,1019.1,-10.3,0.0,N,0.0,Dongsi
772,2013,4,2,3,10.0,77.0,15.0,38.0,400.0,49.0,2.0,1018.8,-5.0,0.0,SSW,0.4,Dongsi
773,2013,4,2,4,63.0,96.0,23.0,65.0,900.0,12.0,4.9,1018.4,0.1,0.0,WSW,1.7,Dongsi
774,2013,4,2,5,64.0,129.0,22.0,63.0,1600.0,6.0,4.1,1018.2,1.1,0.0,W,1.6,Dongsi
775,2013,4,2,6,122.0,125.0,21.0,64.0,1800.0,2.0,5.5,1018.1,2.0,0.0,W,2.1,Dongsi
776,2013,4,2,7,128.0,131.0,24.0,65.0,1899.0,4.0,7.3,1017.9,2.0,0.0,W,1.9,Dongsi
777,2013,4,2,8,148.0,156.0,36.0,66.0,2200.0,9.0,8.8,1017.2,1.5,0.0,W,2.3,Dongsi
778,2013,4,2,9,148.0,156.0,36.0,66.0,2299.0,20.0,10.6,1016.6,1.1,0.0,W,1.5,Dongsi
779,2013,4,2,10,165.0,170.0,46.0,71.0,2299.0,38.3418,12.3,1015.4,0.1,0.0,SW,2.6,Dongsi
780,2013,4,2,11,156.0,171.0,59.0,64.0,1899.0,72.0,13.7,1014.1,-0.7,0.0,SW,1.7,Dongsi
781,2013,4,2,12,147.0,162.0,58.0,57.0,1899.0,100.0,15.7,1012.6,-2.3,0.0,SW,4.5,Dongsi
782,2013,4,2,13,144.0,145.0,49.0,51.0,1600.0,107.0,17.0,1011.3,-1.2,0.0,SW,2.6,Dongsi
783,2013,4,2,14,142.0,153.0,45.0,45.0,1399.0,107.0,18.2,1009.9,-2.7,0.0,SSW,3.8,Dongsi
784,2013,4,2,15,122.0,139.0,38.0,45.0,1200.0,150.0,18.3,1008.7,-3.2,0.0,SW,3.5,Dongsi
785,2013,4,2,16,112.0,168.0,44.0,46.0,1200.0,148.0,18.0,1008.0,-3.5,0.0,SW,3.1,Dongsi
786,2013,4,2,17,131.0,180.0,54.0,51.0,1399.0,149.0,17.3,1007.7,-3.5,0.0,WSW,4.2,Dongsi
787,2013,4,2,18,131.0,181.0,55.0,51.0,1200.0,128.0,16.3,1007.5,-3.3,0.0,SSW,2.9,Dongsi
788,2013,4,2,19,106.0,155.0,43.0,61.0,1100.0,105.0,15.6,1007.7,-2.9,0.0,SSW,2.2,Dongsi
789,2013,4,2,20,106.0,155.0,43.0,62.0,1100.0,106.0,14.5,1007.8,-2.9,0.0,S,1.4,Dongsi
790,2013,4,2,21,112.0,156.0,37.0,63.0,1200.0,75.0,14.2,1007.3,-2.7,0.0,SSW,1.8,Dongsi
791,2013,4,2,22,108.0,141.0,45.0,77.0,1200.0,54.0,12.0,1007.4,-2.3,0.0,SE,0.8,Dongsi
792,2013,4,2,23,118.0,176.0,48.0,84.0,1200.0,49.0,9.4,1007.1,-2.0,0.0,SE,0.0,Dongsi
793,2013,4,3,0,118.0,176.0,48.0,84.0,1300.0,40.0,7.8,1006.4,-0.9,0.0,N,0.0,Dongsi
794,2013,4,3,1,135.0,199.0,39.0,95.0,1399.0,26.0,7.9,1006.0,-0.8,0.0,SSE,0.6,Dongsi
795,2013,4,3,2,135.0,199.0,39.0,95.0,1600.0,5.0,6.3,1005.8,-0.9,0.0,ESE,0.0,Dongsi
796,2013,4,3,3,163.0,248.0,32.0,135.0,2000.0,2.0,5.1,1005.8,-0.3,0.0,ESE,1.4,Dongsi
797,2013,4,3,4,163.0,248.0,32.0,135.0,1800.0,2.0,4.4,1005.9,-0.6,0.0,E,0.0,Dongsi
798,2013,4,3,5,161.0,232.0,33.0,130.0,1800.0,2.0,6.4,1006.6,-1.3,0.0,NNE,0.5,Dongsi
799,2013,4,3,6,163.0,242.0,39.0,123.0,1700.0,2.0,7.3,1007.3,-0.7,0.0,E,1.0,Dongsi
800,2013,4,3,7,170.0,261.0,39.0,114.0,1899.0,3.0,9.6,1007.8,-0.9,0.0,NE,1.2,Dongsi
801,2013,4,3,8,168.0,242.0,45.0,112.0,1899.0,10.0,12.8,1007.9,-0.8,0.0,ENE,2.3,Dongsi
802,2013,4,3,9,168.0,242.0,44.0,112.0,1899.0,34.9146,15.9,1008.1,-1.2,0.0,E,3.9,Dongsi
803,2013,4,3,10,129.0,194.0,52.0,82.0,1300.0,68.0,16.7,1008.6,-0.1,0.0,E,3.3,Dongsi
804,2013,4,3,11,129.0,194.0,52.0,82.0,1300.0,93.0,17.8,1008.2,0.0,0.0,ESE,5.4,Dongsi
805,2013,4,3,12,170.0,249.0,56.0,76.0,1399.0,123.0,18.1,1007.8,1.1,0.0,SE,4.2,Dongsi
806,2013,4,3,13,177.0,260.0,60.0,66.0,1800.0,147.0,17.5,1008.0,0.2,0.0,ESE,5.6,Dongsi
807,2013,4,3,14,203.0,316.0,96.0,95.0,3299.0,127.0,17.0,1008.2,-0.3,0.0,SSE,2.9,Dongsi
808,2013,4,3,15,177.0,320.0,74.0,62.0,2500.0,143.0,16.2,1008.2,-2.4,0.0,SSE,5.1,Dongsi
809,2013,4,3,16,122.0,228.0,57.0,50.0,1500.0,128.0,15.3,1008.8,-3.6,0.0,SSE,4.2,Dongsi
810,2013,4,3,17,82.0,158.0,40.0,40.0,1000.0,123.0,13.8,1009.5,-4.0,0.0,SSE,2.9,Dongsi
811,2013,4,3,18,82.0,158.0,40.0,40.0,800.0,116.0,12.8,1010.0,-4.8,0.0,SSE,1.1,Dongsi
812,2013,4,3,19,48.0,70.0,21.0,34.0,700.0,101.0,12.1,1011.1,-4.5,0.0,SSE,2.5,Dongsi
813,2013,4,3,20,40.0,62.0,17.0,34.0,600.0,89.0,11.2,1011.4,-4.5,0.0,S,2.5,Dongsi
814,2013,4,3,21,38.0,60.0,18.0,39.0,600.0,71.0,10.3,1012.1,-4.1,0.0,SE,0.8,Dongsi
815,2013,4,3,22,38.0,60.0,18.0,39.0,600.0,59.0,9.8,1011.9,-4.6,0.0,SSE,0.6,Dongsi
816,2013,4,3,23,36.0,48.0,22.0,40.0,700.0,56.0,9.2,1012.0,-5.5,0.0,SSE,2.3,Dongsi
817,2013,4,4,0,36.0,48.0,22.0,40.0,1000.0,54.0,8.9,1011.9,-5.0,0.0,SSE,1.0,Dongsi
818,2013,4,4,1,42.0,56.0,25.0,43.0,1399.0,56.0,8.9,1011.5,-5.0,0.0,SSE,1.6,Dongsi
819,2013,4,4,2,36.0,54.0,33.0,37.0,1399.0,61.0,8.7,1011.3,-5.2,0.0,S,1.4,Dongsi
820,2013,4,4,3,45.0,60.0,51.0,39.0,1700.0,54.0,8.7,1011.3,-5.2,0.0,S,1.1,Dongsi
821,2013,4,4,4,38.0,50.0,42.0,33.0,1600.0,60.0,7.7,1010.6,-4.7,0.0,SW,1.5,Dongsi
822,2013,4,4,5,38.0,50.0,42.0,33.0,1800.0,61.0,7.9,1011.1,-4.6,0.0,WNW,0.7,Dongsi
823,2013,4,4,6,46.0,67.0,42.0,40.0,1800.0,47.0,8.0,1011.0,-4.5,0.0,WSW,0.7,Dongsi
824,2013,4,4,7,63.0,100.0,69.0,55.0,2399.0,29.0,8.9,1011.3,-4.3,0.0,WSW,0.0,Dongsi
825,2013,4,4,8,82.0,139.0,90.0,66.0,2799.0,22.0,9.4,1011.6,-4.6,0.0,SE,0.7,Dongsi
826,2013,4,4,9,83.0,139.0,90.0,67.0,2799.0,22.0626,9.8,1011.8,-5.0,0.0,NNE,1.2,Dongsi
827,2013,4,4,10,73.0,133.0,87.0,74.0,2700.0,24.0,10.4,1011.1,-4.8,0.0,NNE,1.0,Dongsi
828,2013,4,4,11,80.0,150.0,82.0,74.0,2700.0,28.0,10.7,1010.0,-4.2,0.0,NNE,1.0,Dongsi
829,2013,4,4,12,86.0,156.0,72.0,76.0,2600.0,29.0,11.2,1009.4,-4.9,0.0,E,2.6,Dongsi
830,2013,4,4,13,86.0,156.0,72.0,76.0,2500.0,40.0,11.4,1008.9,-4.7,0.0,N,1.5,Dongsi
831,2013,4,4,14,102.0,168.0,71.0,71.0,2600.0,50.0,10.6,1008.4,-4.3,0.0,NNE,3.4,Dongsi
832,2013,4,4,15,103.0,189.0,70.0,85.0,2500.0,32.0,8.0,1008.6,0.9,0.0,N,3.2,Dongsi
833,2013,4,4,16,80.0,187.0,39.0,73.0,2100.0,31.0,6.7,1009.0,2.6,0.5,NNE,2.5,Dongsi
834,2013,4,4,17,76.0,103.0,24.0,73.0,2200.0,30.0,6.3,1009.7,4.3,1.0,NNW,2.0,Dongsi
835,2013,4,4,18,76.0,103.0,24.0,73.0,2299.0,14.0,6.3,1010.0,4.5,1.0,N,1.3,Dongsi
836,2013,4,4,19,71.0,84.0,20.0,88.0,2399.0,11.0,6.3,1011.0,4.5,1.7,NE,1.0,Dongsi
837,2013,4,4,20,96.0,97.0,22.0,92.0,2500.0,7.0,6.1,1011.4,5.1,0.9,N,2.6,Dongsi
838,2013,4,4,21,96.0,97.0,22.0,92.0,2500.0,3.0,6.2,1011.7,5.2,0.3,N,1.8,Dongsi
839,2013,4,4,22,81.0,91.0,19.0,86.0,2500.0,4.0,6.3,1012.0,5.4,0.2,N,0.8,Dongsi
840,2013,4,4,23,87.0,96.0,17.0,80.0,2399.0,4.0,6.2,1012.4,5.5,1.0,NE,1.6,Dongsi
841,2013,4,5,0,87.0,96.0,17.0,80.0,2299.0,4.0,6.1,1012.5,5.5,0.4,N,1.7,Dongsi
842,2013,4,5,1,92.0,98.0,16.0,78.0,2299.0,3.0,6.2,1013.0,5.5,0.4,NNW,1.3,Dongsi
843,2013,4,5,2,92.0,94.0,15.0,74.0,2299.0,2.0,6.3,1012.9,5.6,0.3,NNW,1.1,Dongsi
844,2013,4,5,3,92.0,94.0,15.0,74.0,2200.0,2.0,6.4,1012.8,5.7,0.3,N,1.0,Dongsi
845,2013,4,5,4,111.0,89.0,13.0,70.0,2200.0,3.0,6.3,1012.3,5.7,0.7,E,1.0,Dongsi
846,2013,4,5,5,111.0,87.0,14.0,57.0,2100.0,14.0,6.2,1012.3,5.6,0.0,NE,1.3,Dongsi
847,2013,4,5,6,111.0,92.0,14.0,57.0,2100.0,14.0,6.2,1012.6,5.5,0.0,NNE,0.9,Dongsi
848,2013,4,5,7,117.0,93.0,15.0,68.0,2100.0,7.0,7.5,1012.9,6.3,0.0,NW,0.9,Dongsi
849,2013,4,5,8,107.0,78.0,18.0,53.0,2000.0,17.0,8.6,1013.6,6.7,0.0,W,2.3,Dongsi
850,2013,4,5,9,108.0,90.0,19.0,53.0,2000.0,24.8472,10.6,1013.4,6.9,0.0,WNW,3.3,Dongsi
851,2013,4,5,10,104.0,113.0,29.0,60.0,2100.0,24.0,12.9,1013.3,0.3,0.0,NW,5.7,Dongsi
852,2013,4,5,11,104.0,113.0,28.0,59.0,1600.0,38.0,13.8,1013.6,-4.0,0.0,NW,5.2,Dongsi
853,2013,4,5,12,45.0,45.0,35.0,26.0,800.0,64.0,13.3,1013.5,-4.9,0.0,NW,4.5,Dongsi
854,2013,4,5,13,45.0,45.0,35.0,26.0,500.0,81.0,13.6,1013.1,-5.6,0.0,NW,5.2,Dongsi
855,2013,4,5,14,14.0,14.0,13.0,8.0,400.0,89.0,13.0,1013.2,-4.6,0.0,NW,6.6,Dongsi
856,2013,4,5,15,14.0,14.0,12.0,7.0,300.0,93.0,12.0,1013.5,-5.5,0.0,NW,5.5,Dongsi
857,2013,4,5,16,13.0,29.0,10.0,8.0,300.0,87.0,11.3,1014.4,-5.7,0.0,WNW,5.5,Dongsi
858,2013,4,5,17,13.0,29.0,10.0,8.0,300.0,87.0,10.4,1015.2,-7.8,0.0,NNW,6.5,Dongsi
859,2013,4,5,18,13.0,13.0,8.0,8.0,300.0,88.0,9.5,1016.7,-7.7,0.0,NW,4.1,Dongsi
860,2013,4,5,19,4.0,6.0,4.0,8.0,300.0,95.0,8.2,1018.7,-10.2,0.0,NNW,3.0,Dongsi
861,2013,4,5,20,6.0,11.0,4.0,8.0,300.0,96.0,7.5,1019.6,-11.8,0.0,NNW,3.9,Dongsi
862,2013,4,5,21,6.0,11.0,4.0,8.0,300.0,98.0,6.9,1019.4,-11.8,0.0,NNW,3.2,Dongsi
863,2013,4,5,22,13.0,13.0,3.0,7.0,300.0,93.0,6.7,1019.4,-11.5,0.0,NNW,4.2,Dongsi
864,2013,4,5,23,7.0,14.0,3.0,7.0,300.0,91.0,6.4,1019.4,-10.8,0.0,N,2.8,Dongsi
865,2013,4,6,0,6.0,14.0,3.0,7.0,300.0,89.0,5.7,1018.8,-10.1,0.0,NNW,2.9,Dongsi
866,2013,4,6,1,3.0,6.0,3.0,7.0,300.0,86.0,5.8,1018.0,-10.5,0.0,NNW,4.3,Dongsi
867,2013,4,6,2,3.0,6.0,3.0,6.0,300.0,59.0,5.6,1017.5,-10.7,0.0,N,2.3,Dongsi
868,2013,4,6,3,3.0,6.0,3.0,8.0,300.0,59.0,4.9,1017.0,-10.4,0.0,NNW,1.9,Dongsi
869,2013,4,6,4,3.0,6.0,3.0,10.0,200.0,75.0,3.0,1016.8,-9.6,0.0,NE,0.8,Dongsi
870,2013,4,6,5,3.0,6.0,3.0,24.0,300.0,64.0,0.9,1016.8,-7.9,0.0,ESE,0.6,Dongsi
871,2013,4,6,6,3.0,6.0,4.0,24.0,500.0,44.0,3.4,1016.9,-5.3,0.0,ESE,0.5,Dongsi
872,2013,4,6,7,10.0,16.0,6.0,35.0,500.0,40.0,7.0,1016.7,-10.3,0.0,NNW,3.5,Dongsi
873,2013,4,6,8,15.0,22.0,8.0,40.0,500.0,58.0,8.3,1016.2,-11.1,0.0,NW,2.6,Dongsi
874,2013,4,6,9,14.0,16.0,10.0,30.0,400.0,65.0,10.1,1015.8,-9.1,0.0,NW,3.0,Dongsi
875,2013,4,6,10,14.0,18.0,11.0,22.0,400.0,76.0,10.8,1014.8,-10.1,0.0,NNW,4.1,Dongsi
876,2013,4,6,11,13.0,16.0,8.0,18.0,300.0,89.0,11.4,1013.3,-10.8,0.0,NW,5.6,Dongsi
877,2013,4,6,12,11.0,12.0,6.0,12.0,300.0,95.0,12.7,1012.1,-9.1,0.0,NNE,1.3,Dongsi
878,2013,4,6,13,9.0,11.0,7.0,8.0,300.0,95.0,14.0,1010.7,-11.5,0.0,NW,4.8,Dongsi
879,2013,4,6,14,3.0,10.0,7.0,9.0,300.0,96.0,14.5,1009.6,-12.7,0.0,NW,5.8,Dongsi
880,2013,4,6,15,6.0,10.0,8.0,11.0,300.0,104.0,15.0,1008.8,-11.5,0.0,NW,2.6,Dongsi
881,2013,4,6,16,6.0,13.0,6.0,9.0,300.0,106.0,14.7,1008.0,-13.5,0.0,NNW,4.0,Dongsi
882,2013,4,6,17,5.0,13.0,5.0,10.0,300.0,110.0,13.2,1007.5,-11.4,0.0,ESE,3.0,Dongsi
883,2013,4,6,18,4.0,13.0,5.0,9.0,300.0,101.0,12.2,1007.6,-11.5,0.0,SSE,1.8,Dongsi
884,2013,4,6,19,20.0,24.0,6.0,14.0,400.0,84.0,11.0,1007.9,-10.5,0.0,SSE,0.9,Dongsi
885,2013,4,6,20,20.0,53.0,6.0,28.0,600.0,50.0,11.1,1008.4,-11.1,0.0,SSW,1.8,Dongsi
886,2013,4,6,21,35.0,71.0,7.0,44.0,500.0,62.0,10.9,1008.2,-11.2,0.0,SSW,3.4,Dongsi
887,2013,4,6,22,35.0,71.0,7.0,44.0,500.0,69.0,10.3,1007.9,-10.0,0.0,SSW,2.1,Dongsi
888,2013,4,6,23,28.0,47.0,12.0,34.0,500.0,60.0,9.2,1007.6,-9.3,0.0,S,1.8,Dongsi
889,2013,4,7,0,34.0,63.0,11.0,38.0,600.0,45.0,8.4,1007.1,-9.1,0.0,SSW,1.8,Dongsi
890,2013,4,7,1,47.0,73.0,14.0,47.0,600.0,39.0,7.8,1006.4,-8.7,0.0,SSW,2.4,Dongsi
891,2013,4,7,2,57.0,87.0,24.0,47.0,600.0,27.0,5.1,1006.1,-6.8,0.0,ESE,1.4,Dongsi
892,2013,4,7,3,60.0,82.0,14.0,50.0,600.0,24.0,5.1,1006.2,-5.9,0.0,E,2.2,Dongsi
893,2013,4,7,4,60.0,82.0,14.0,50.0,600.0,22.0,2.5,1006.7,-3.0,0.0,E,1.9,Dongsi
894,2013,4,7,5,59.0,76.0,15.0,55.0,1200.0,5.0,2.1,1006.8,-2.8,0.0,E,1.6,Dongsi
895,2013,4,7,6,72.0,120.0,20.0,70.0,2899.0,2.0,3.2,1007.2,-3.2,0.0,E,2.4,Dongsi
